subject	section	front	back
Number Sense	Extending Foiling	$124 \times 312 =$	38688
Number Sense	Extending Foiling	$311 \times 122 =$	37942
Number Sense	Extending Foiling	$524^2 =$	274576
Number Sense	Extending Foiling	$133 \times 311 =$	41363
Number Sense	Extending Foiling	$141^2 =$	19881
Number Sense	Extending Foiling	$511 \times 212 =$	108332
Number Sense	Extending Foiling	$122 \times 212 =$	25864
Number Sense	Extending Foiling	$12012^2 =$	144288144
Number Sense	Extending Foiling	$667^2 =$	444889
Number Sense	Factoring of Numerical Problems	$8^2 + 24^2 =$	640
Number Sense	Factoring of Numerical Problems	$27^2 + 9^2 =$	810
Number Sense	Factoring of Numerical Problems	$15 \times 12 + 9 \times 30 =$	450
Number Sense	Factoring of Numerical Problems	$28 \times 6 - 12 \times 14 =$	0
Number Sense	Factoring of Numerical Problems	$33^2 + 11^2 =$	1210
Number Sense	Factoring of Numerical Problems	$48 \times 22 - 22 \times 78 =$	-660
Number Sense	Factoring of Numerical Problems	$3.9^2 + 1.3^2 =$	16.9
Number Sense	Factoring of Numerical Problems	$2004 + 2004 \times 4 =$	10020
Number Sense	Factoring of Numerical Problems	$32 \times 16 + 16 \times 48 =$	1280
Number Sense	Factoring of Numerical Problems	$19^2 + 19 =$	380
Number Sense	Factoring of Numerical Problems	$2005 \times 5 + 2005 =$	12030
Number Sense	Factoring of Numerical Problems	$27 \times 33 - 11 \times 81 =$	0
Number Sense	Factoring of Numerical Problems	$21 \times 38 - 17 \times 21 =$	441
Number Sense	Factoring of Numerical Problems	$40 \times 12 + 20 \times 24 =$	960
Number Sense	Factoring of Numerical Problems	$51^2 + 51 \times 49 =$	5100
Number Sense	Factoring of Numerical Problems	$30 \times 11 + 22 \times 15 =$	660
Number Sense	Factoring of Numerical Problems	$21^2 + 7^2 =$	490
Number Sense	Factoring of Numerical Problems	$2006 - 2006 \times 6 =$	-10030
Number Sense	Factoring of Numerical Problems	$12 \times 16 + 8 \times 24 =$	384
Number Sense	Factoring of Numerical Problems	$1.2^2 + 3.6^2 =$	14.4
Number Sense	Factoring of Numerical Problems	$14 \times 44 - 14 \times 30 =$	196
Number Sense	Factoring of Numerical Problems	$60 \times 32 - 32 \times 28 =$	1024
Number Sense	Factoring of Numerical Problems	$45 \times 22 - 44 \times 15 =$	330
Number Sense	Factoring of Numerical Problems	$(20 \times 44) - (18 \times 22) =$	484
Number Sense	Factoring of Numerical Problems	$49^2 + 49 =$	2450
Number Sense	Factoring of Numerical Problems	$29^2 + 29 =$	870
Number Sense	Factoring of Numerical Problems	$16 \times 66 - 16 \times 50 =$	256
Number Sense	Factoring of Numerical Problems	$59^2 + 59 =$	3540
Number Sense	Factoring of Numerical Problems	$14 \times 38 - 14 \times 52 =$	-196
Number Sense	Factoring of Numerical Problems	$41 \times 17 - 17 \times 24 =$	289
Number Sense	Factoring of Numerical Problems	$17 \times 34 - 51 \times 17 =$	-289
Number Sense	Factoring of Numerical Problems	$15 \times 36 + 12 \times 45 =$	1080
Number Sense	Factoring of Numerical Problems	$69^2 + 69 =$	4830
Number Sense	Factoring of Numerical Problems	$13 \times 77 + 91 \times 11 =$	2002
Number Sense	Factoring of Numerical Problems	$11^3 - 11^2 =$	1210
Number Sense	Factoring of Numerical Problems	$12 \times 90 + 72 \times 15 =$	2160
Number Sense	Factoring of Numerical Problems	$79^2 + 79 =$	6320
Number Sense	Factoring of Numerical Problems	$54 \times 11 + 99 \times 6 =$	1188
Number Sense	Factoring of Numerical Problems	$10 \cdot 11 + 11 \cdot 11 + 12 \cdot 11 =$	363
Number Sense	Factoring of Numerical Problems	$119^2 + 119 =$	14280
Number Sense	Factoring of Numerical Problems	$39^2 + 39 =$	1560
Number Sense	Factoring of Numerical Problems	$18 \times 36 - 18 \times 54 =$	-324
Number Sense	Factoring of Numerical Problems	$22 \times 75 + 110 \times 15 =$	3300
Number Sense	Factoring of Numerical Problems	$99 \times 99 + 99 =$	9900
Number Sense	Factoring of Numerical Problems	$45 \times 16 - 24 \times 30 =$	0
Number Sense	Factoring of Numerical Problems	$11^2 - 11^3 =$	-1210
Number Sense	Factoring of Numerical Problems	$25 \times 77 + 25 \times 34 =$	2775
Number Sense	Factoring of Numerical Problems	$15 \times 18 + 9 \times 30 =$	540
Number Sense	Factoring of Numerical Problems	$24 \times 13 + 24 \times 11 =$	576
Number Sense	Factoring of Numerical Problems	$129^2 + 129 =$	16770
Number Sense	Factoring of Numerical Problems	$13 \times 15 + 11 \times 65 =$	910
Number Sense	Factoring of Numerical Problems	(*) $33 \times 31 + 31 \times 29 =$	**1922**<br>1825−2019
Number Sense	Factoring of Numerical Problems	$31 \times 44 + 44 \times 44 =$	3300
Number Sense	Factoring of Numerical Problems	$12^2 + 24^2 =$	720
Number Sense	Factoring of Numerical Problems	(*) $73 \times 86 + 77 \times 84 =$	**12746**<br>12108−13384
Number Sense	Factoring of Numerical Problems	(*) $63 \times 119 + 121 \times 17 =$	**9554**<br>9076−10032
Number Sense	Factoring of Numerical Problems	$48 \times 11 + 44 \times 12 =$	1056
Number Sense	Factoring of Numerical Problems	$109^2 + 109 =$	11990
Number Sense	Factoring of Numerical Problems	(*) $38 \times 107 + 47 \times 93 =$	**8437**<br>8015−8859
Number Sense	Factoring of Numerical Problems	$64 \times 21 - 42 \times 16 =$	672
Number Sense	Factoring of Numerical Problems	(*) $23 \times 34 + 43 \times 32 =$	**2158**<br>2050−2266
Number Sense	Factoring of Numerical Problems	$72 \times 11 + 99 \times 8 =$	1584
Number Sense	Factoring of Numerical Problems	(*) $43 \times 56 + 47 \times 54 =$	**4946**<br>4698−5194
Number Sense	Factoring of Numerical Problems	$15 \times 75 + 45 \times 25 =$	2250
Number Sense	Factoring of Numerical Problems	$42 \times 48 + 63 \times 42 =$	4662
Number Sense	Factoring of Numerical Problems	$14^2 - 28^2 =$	-588
Number Sense	Factoring of Numerical Problems	(*) $31 \times 117 + 30 \times 213 =$	**10017**<br>9516−10518
Number Sense	Factoring of Numerical Problems	$48 \times 28 + 27 \times 28 =$	2100
Number Sense	Factoring of Numerical Problems	$34 \times 56 + 55 \times 34 =$	3774
Number Sense	Factoring of Numerical Problems	(*) $34 \times 45 + 54 \times 43 =$	**3852**<br>3659−4045
Number Sense	Sum of Consecutive Squares	$35^2 + 36^2 =$	2521
Number Sense	Sum of Consecutive Squares	$12^2 + 13^2 =$	313
Number Sense	Sum of Consecutive Squares	$15^2 + 16^2 =$	481
Number Sense	Sum of Consecutive Squares	$25^2 + 26^2 =$	1301
Number Sense	Sum of Consecutive Squares	$40^2 + 41^2 =$	3281
Number Sense	Sum of Consecutive Squares	$80^2 + 81^2 =$	12961
Number Sense	Sum of Squares: Special Case	$93^2 + 21^2 =$	9090
Number Sense	Sum of Squares: Special Case	$12^2 + 19^2 =$	505
Number Sense	Sum of Squares: Special Case	$72^2 + 13^2 =$	5353
Number Sense	Sum of Squares: Special Case	$82^2 + 12^2 =$	6868
Number Sense	Sum of Squares: Special Case	$45^2 + 46^2 =$	4141
Number Sense	Sum of Squares: Special Case	$36^2 + 57^2 =$	4545
Number Sense	Sum of Squares: Special Case	$55^2 + 56^2 =$	6161
Number Sense	Sum of Squares: Special Case	$37^2 + 67^2 =$	5858
Number Sense	Difference of Squares	$73^2 - 72^2 =$	145
Number Sense	Difference of Squares	$36^2 - 34^2 =$	140
Number Sense	Difference of Squares	$57^2 - 58^2 =$	-115
Number Sense	Difference of Squares	$67^2 - 66^2 =$	133
Number Sense	Difference of Squares	$69^2 - 67^2 =$	272
Number Sense	Difference of Squares	$54^2 - 55^2 =$	-109
Number Sense	Difference of Squares	$67^2 - 65^2 =$	264
Number Sense	Difference of Squares	$88^2 - 87^2 =$	175
Number Sense	Difference of Squares	$48^2 - 49^2 =$	-97
Number Sense	Difference of Squares	$97^2 - 96^2 =$	193
Number Sense	Difference of Squares	$77^2 - 76^2 =$	153
Number Sense	Difference of Squares	$54^2 - 53^2 =$	107
Number Sense	Difference of Squares	$42^2 - 44^2 =$	-172
Number Sense	Difference of Squares	$4.7^2 - 3.3^2 =$	11.2
Number Sense	Difference of Squares	$1.3^2 - 2.6^2 =$	-5.07
Number Sense	Difference of Squares	$65^2 - 64^2 + 63^2 - 62^2 =$	254
Number Sense	Difference of Squares	$24^2 - 6^2 =$	540
Number Sense	Difference of Squares	$56^2 - 55^2 + 54^2 - 53^2 =$	218
Number Sense	Difference of Squares	$76^2 - 74^2 =$	300
Number Sense	Difference of Squares	$3.5^2 - 6.5^2 =$	-30
Number Sense	Difference of Squares	$22^2 - 23^2 + 24^2 - 25^2 =$	-94
Number Sense	Difference of Squares	$55^2 - 50^2 =$	525
Number Sense	Difference of Squares	$83^2 - 82^2 + 81^2 - 80^2 =$	326
Number Sense	Difference of Squares	$55^2 - 52^2 =$	321
Number Sense	Difference of Squares	$44^2 - 43^2 + 42^2 - 41^2 =$	170
Number Sense	Difference of Squares	$111^2 - 110^2 + 109^2 - 108^2 =$	438
Number Sense	Difference of Squares	$11^2 - 22^2 =$	-363
Number Sense	Difference of Squares	$77^2 - 76^2 + 75^2 - 74^2 =$	302
Number Sense	Difference of Squares	$63^2 - 57^2 =$	720
Number Sense	Difference of Squares	$59^2 - 71^2 =$	-1560
Number Sense	Difference of Squares	$16^2 - 17^2 + 18^2 - 19^2 =$	-70
Number Sense	Difference of Squares	$41^2 - 42^2 + 43^2 - 44^2 =$	-170
Number Sense	Difference of Squares	$18^2 - 6^2 =$	288
Number Sense	Difference of Squares	If $x^2 + 16^2 = 19^2$, then $x^2 =$	105
Number Sense	Difference of Squares	$4.5^2 - 1.5^2 =$	18
Number Sense	Difference of Squares	$21^2 - 20^2 + 19^2 - 18^2 =$	78
Number Sense	Difference of Squares	$58^2 - 59^2 + 60^2 - 61^2 =$	-238
Number Sense	Difference of Squares	$72^2 - 78^2 =$	-900
Number Sense	Difference of Squares	$24^2 - 22^2 + 20^2 - 18^2 =$	168
Number Sense	Difference of Squares	$89^2 - 86^2 + 83^2 - 80^2 =$	1014
Number Sense	Difference of Squares	$48^2 - 62^2 =$	-1540
Number Sense	Difference of Squares	$74^2 - 76^2 + 78^2 - 80^2 =$	-616
Number Sense	Difference of Squares	$38^2 - 27^2 =$	715
Number Sense	Difference of Squares	$31^2 - 33^2 + 35^2 - 37^2 =$	-272
Number Sense	Difference of Squares	$48^2 - 44^2 + 40^2 - 36^2 =$	672
Number Sense	Difference of Squares	$79^2 - 76^2 + 73^2 - 70^2 =$	894
Number Sense	Multiplying Two Numbers Ending in 5	$35 \times 45 =$	1575
Number Sense	Multiplying Two Numbers Ending in 5	$95 \times 45 =$	4275
Number Sense	Multiplying Two Numbers Ending in 5	$35 \times 65 =$	2275
Number Sense	Multiplying Two Numbers Ending in 5	$85 \times 55 =$	4675
Number Sense	Multiplying Two Numbers Ending in 5	$65 \times 45 =$	2925
Number Sense	Multiplying Two Numbers Ending in 5	$35 \times 85 =$	2975
Number Sense	Multiplying Two Numbers Ending in 5	$65 \times 95 =$	6175
Number Sense	Multiplying Two Numbers Ending in 5	$55 \times 95 =$	5225
Number Sense	Combination of Tricks	(*) $12 \times 14 \times 16 =$	**2688**<br>2553−2823
Number Sense	Combination of Tricks	(*) $21 \times 31 \times 41 =$	**26691**<br>25356−28026
Number Sense	Combination of Tricks	(*) $13 \times 15 \times 17 =$	**3315**<br>3149−3481
Number Sense	Combination of Tricks	(*) $14 \times 16 \times 28 =$	**6272**<br>5958−6586
Number Sense	Combination of Tricks	(*) $146 \times 5 \times 154 =$	**112420**<br>106799−118041
Number Sense	Combination of Tricks	(*) $24 \times 34 \times 44 =$	**35904**<br>34108−37700
Number Sense	Combination of Tricks	(*) $24 \times 36 \times 48 =$	**41472**<br>39398−43545
Number Sense	Combination of Tricks	(*) $44 \times 25 \times 11^2 =$	**133100**<br>126445−139755
Number Sense	Combination of Tricks	(*) $22 \times 25 \times 28 =$	**15400**<br>14630−16170
Number Sense	Combination of Tricks	(*) $83 \times 87 \times 91 =$	**657111**<br>624255−689967
Number Sense	Combination of Tricks	(*) $43 \times 47 \times 51 =$	**103071**<br>97917−108225
Number Sense	Combination of Tricks	(*) $27 \times 29 \times 31 \times 33 =$	**801009**<br>760958−841060
Number Sense	Combination of Tricks	(*) $23 \times 33 \times 43 =$	**32637**<br>31005−34269
Number Sense	Combination of Tricks	(*) $29 \times 127 + 31 \times 213 =$	**10286**<br>9771−10801
Number Sense	Combination of Tricks	(*) $41 \times 44 \times 47 =$	**84788**<br>80548−89028
Number Sense	Combination of Tricks	(*) $31 \times 42 \times 53 =$	**69006**<br>65555−72457
Number Sense	Combination of Tricks	(*) $22 \times 44 \times 66 =$	**63888**<br>60693−67083
Number Sense	Combination of Tricks	(*) $39 \times 40 \times 41 =$	**63960**<br>60762−67158
Number Sense	Combination of Tricks	(*) $42 \times 48 \times 45 =$	**90720**<br>86184−95256
Number Sense	Combination of Tricks	(*) $52 \times 55 \times 58 =$	**165880**<br>157586−174174
Number Sense	Combination of Tricks	(*) $18 \times 20 \times 22 =$	**7920**<br>7524−8316
Number Sense	Combination of Tricks	(*) $80 \times 82 \times 84 =$	**551040**<br>523488−578592
Number Sense	Combination of Tricks	(*) $28 \times 30 \times 32 =$	**26880**<br>25536−28224
Number Sense	Combination of Tricks	(*) $66 \times 68 \times 70 =$	**314160**<br>298452−329868
Number Sense	Combination of Tricks	(*) $63 \times 65 \times 67 =$	**274365**<br>260646−288084
Number Sense	Combination of Tricks	(*) $67 \times 56 + 65 \times 76 =$	**8558**<br>8130−8986
Number Sense	Combination of Tricks	(*) $56 \times 45 + 54 \times 65 =$	**1832**<br>1740−1924
Number Sense	Combination of Tricks	(*) $112 \times 123 + 132 \times 121 =$	**6030**<br>5728−6332
Number Sense	Combination of Tricks	(*) $29 \times 11 + 31 \times 109 =$	**3698**<br>3513−3883
Number Sense	Combination of Tricks	(*) $75^2 \div 25^2 \times 50^4 =$	**56250000**<br>53437500−59062500
Number Sense	Combination of Tricks	(*) $18^3 \times 15^3 \div 9^3 =$	**27000**<br>25650−28350
Number Sense	Combination of Tricks	(*) $50^5 \div 25^5 \times 5^5 =$	**100000**<br>95000−105000
Number Sense	Combination of Tricks	(*) $24^3 \times 21^3 \div 4^4 =$	**500094**<br>475089−525099
Number Sense	Combination of Tricks	(*) $21^3 \times 18^2 \div 9^3 =$	**4116**<br>3910−4322
Number Sense	Combination of Tricks	(*) $75^4 \div 50^3 \times 25^2 =$	**158203**<br>150292−166114
Number Sense	Combination of Tricks	$24^2 \times 18^3 \div 6^4 =$	2592
Number Sense	Combination of Tricks	(*) $\sqrt[3]{3380} \times \sqrt{223} \times 16 =$	**3586**<br>3406−3766
Number Sense	Finding a Remainder when Dividing by 4, 8, etc.	364 ÷ 4 has what remainder?	0
Number Sense	Finding a Remainder when Dividing by 4, 8, etc.	1324354 ÷ 4 has what remainder?	2
Number Sense	Finding a Remainder when Dividing by 4, 8, etc.	246531 ÷ 8 has what remainder?	3
Number Sense	Finding a Remainder when Dividing by 4, 8, etc.	81736259 ÷ 4 has what remainder?	3
Number Sense	Finding a Remainder when Dividing by 4, 8, etc.	124680 ÷ 8 has what remainder?	0
Number Sense	Finding a Remainder when Dividing by 4, 8, etc.	214365 ÷ 8 has what remainder?	5
Number Sense	Finding a Remainder when Dividing by 4, 8, etc.	Find $k$ so that $5318k$ is divisible by 8:	4
Number Sense	Finding a Remainder when Dividing by 3, 9, etc.	24680 ÷ 9 has what remainder?	2
Number Sense	Finding a Remainder when Dividing by 3, 9, etc.	6253178 ÷ 9 has what remainder?	5
Number Sense	Finding a Remainder when Dividing by 3, 9, etc.	2007 ÷ 9 has what remainder?	0
Number Sense	Finding a Remainder when Dividing by 3, 9, etc.	13579 ÷ 9 has what remainder?	7
Number Sense	Finding a Remainder when Dividing by 3, 9, etc.	2468 ÷ 9 has what remainder?	2
Number Sense	Finding a Remainder when Dividing by 3, 9, etc.	Find the largest $k$ so that $3k7$ is divisible by 3:	8
Number Sense	Finding a Remainder when Dividing by 11	7653 ÷ 11 has what remainder?	8
Number Sense	Finding a Remainder when Dividing by 11	745321 ÷ 11 has what remainder?	5
Number Sense	Finding a Remainder when Dividing by 11	142536 ÷ 11 has what remainder?	9
Number Sense	Finding a Remainder when Dividing by 11	6253718 ÷ 11 has what remainder?	9
Number Sense	Finding a Remainder when Dividing by 11	87125643 ÷ 11 has what remainder?	0
Number Sense	Finding a Remainder when Dividing by 11	325476 ÷ 11 has what remainder?	8
Number Sense	Finding a Remainder when Dividing by 11	Find $k$ so that $23578k$ is divisible by 11:	5
Number Sense	Finding a Remainder when Dividing by 11	Find $k$ so that $1482065k5$ is divisible by 11:	7
Number Sense	Finding a Remainder when Dividing by 11	Find $k$ so that $456k89$ is divisible by 11:	4
Number Sense	Finding a Remainder when Dividing by 11	Find $k$ so that $377337k$ is divisible by 11:	4
Number Sense	Finding Remainders of Other Integers	2002 ÷ 6 has a remainder of:	2
Number Sense	Finding Remainders of Other Integers	2006 ÷ 6 has a remainder of:	2
Number Sense	Finding Remainders of Other Integers	112358 ÷ 6 has a remainder of:	2
Number Sense	Finding Remainders of Other Integers	If $852k$ is divisible by 6, the largest value for $k$ is:	6
Number Sense	Finding Remainders of Other Integers	13579248 ÷ 6 has a remainder of:	0
Number Sense	Finding Remainders of Other Integers	322766211 ÷ 6 has a remainder of:	3
Number Sense	Finding Remainders of Other Integers	563412 ÷ 6 has a remainder of:	0
Number Sense	Finding Remainders of Other Integers	Find $k > 0$ so that $567k$ is divisible by 6:	2
Number Sense	Finding Remainders of Other Integers	If $86k6$ is divisible by 6, the largest value for $k$ is:	7
Number Sense	Finding Remainders of Other Integers	423156 ÷ 12 has a remainder of:	0
Number Sense	Finding Remainders of Other Integers	If $555k$ is divisible by 6, the largest value for $k$ is:	6
Number Sense	Finding Remainders of Other Integers	Find $k > 4$ so that $3576k2$ is divisible by 12:	8
Number Sense	Finding Remainders of Other Integers	735246 ÷ 18 has a remainder of:	0
Number Sense	Finding Remainders of Other Integers	6253718 ÷ 12 has a remainder of:	2
Number Sense	Finding Remainders of Other Integers	Find $k > 0$ so that $8475k$ is divisible by 6:	6
Number Sense	Remainders of Expressions	$(31 \times 6 - 17) \div 8$ has a remainder of:	1
Number Sense	Remainders of Expressions	$(34 \times 27 + 13) \div 4$ has a remainder of:	3
Number Sense	Remainders of Expressions	$(44 \times 34 - 24) \div 4$ has a remainder of:	0
Number Sense	Remainders of Expressions	$(33 + 23 \times 13) \div 3$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(23 + 33 \times 43) \div 4$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(24 \times 34 - 44) \div 7$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(11^2 + 9 \times 7) \div 5$ has a remainder of:	4
Number Sense	Remainders of Expressions	$(15 \times 3 - 6^2) \div 9$ has a remainder of:	0
Number Sense	Remainders of Expressions	$(12 \times 9 - 2^3) \div 8$ has a remainder of:	4
Number Sense	Remainders of Expressions	$(65 \times 4 - 3^2) \div 10$ has a remainder of:	1
Number Sense	Remainders of Expressions	$(34 \times 56 - 12) \div 9$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(65 - 4 \times 3) \div 6$ has a remainder of:	5
Number Sense	Remainders of Expressions	$(2 \times 3^4 + 5^6) \div 7$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(23 - 4 \times 5 + 6) \div 7$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(34 \times 5 - 6) \div 7$ has a remainder of:	3
Number Sense	Remainders of Expressions	$(1 + 2 - 3 \times 4^5) \div 6$ has a remainder of:	3
Number Sense	Remainders of Expressions	$(8^2 + 4 \times 6 - 10) \div 3$ has a remainder of:	0
Number Sense	Remainders of Expressions	$(12 \times 5 + 18 + 15) \div 8$ has a remainder of:	5
Number Sense	Remainders of Expressions	$(7^3 + 8^2 - 9^1) \div 6$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(20 + 4 \times 6^2) \div 8$ has a remainder of:	4
Number Sense	Remainders of Expressions	$(72 \times 64 - 83) \div 7$ has a remainder of:	3
Number Sense	Remainders of Expressions	$(15 \times 30 - 45) \div 7$ has a remainder of:	6
Number Sense	Remainders of Expressions	$(6^4 \times 5^3 - 4^2) \div 3$ has a remainder of:	2
Number Sense	Remainders of Expressions	$(2^4 \times 3^6 - 5^{10}) \div 4$ has a remainder of:	3
Number Sense	Remainders of Expressions	$(9^2 - 7 \times 5) \div 4$ has a remainder of:	2
Number Sense	Dividing by 9 Trick	$354 \div 9 =$	$39\frac{1}{3}$
Number Sense	Dividing by 9 Trick	$503 \div 9 =$	$55\frac{8}{9}$
Number Sense	Dividing by 9 Trick	$2003 \div 9 =$	$222\frac{5}{9}$
Number Sense	Dividing by 9 Trick	$321 \div 9 =$	$35\frac{2}{3}$
Number Sense	Dividing by 9 Trick	$456 \div 9 =$	$50\frac{2}{3}$
Number Sense	Dividing by 9 Trick	$1234 \div 9 =$	$137\frac{1}{9}$
Number Sense	Dividing by 9 Trick	$12345 \div 9 =$	$1371\frac{2}{3}$
Number Sense	Dividing by 9 Trick	$2475 \div 45 =$	55
Number Sense	Subtracting Reverses	$654 - 456 =$	198
Number Sense	Subtracting Reverses	$256 - 652 =$	-396
Number Sense	Subtracting Reverses	$4002 - 2004 =$	1998
Number Sense	Subtracting Reverses	$702 - 207 =$	495
Number Sense	Subtracting Reverses	$453 - 354 =$	99
Number Sense	Subtracting Reverses	$5002 - 2005 =$	2997
Number Sense	Subtracting Reverses	$2006 - 6002 =$	-3996
Number Sense	Subtracting Reverses	$2003 - 3002 =$	-999
Number Sense	Subtracting Reverses	$678 - 876 =$	-198
Number Sense	Subtracting Reverses	$2007 - 7002 =$	-4995
Number Sense	a/b(b+1) + a/(b+1)(b+2) + ... Trick	$\frac{1}{12} + \frac{1}{20} + \frac{1}{30} + \frac{1}{42} =$	$\frac{4}{21}$
Number Sense	a/b(b+1) + a/(b+1)(b+2) + ... Trick	$\frac{1}{72} + \frac{1}{90} + \frac{1}{110} + \frac{1}{132} =$	$\frac{1}{24}$
Number Sense	a/b(b+1) + a/(b+1)(b+2) + ... Trick	$\frac{1}{30} + \frac{1}{42} + \frac{1}{56} =$	$\frac{3}{40}$
Number Sense	a/b(b+1) + a/(b+1)(b+2) + ... Trick	$\frac{7}{30} + \frac{7}{20} + \frac{7}{12} =$	$1\frac{1}{6}$
Number Sense	GCD and LCM	The GCF of 35 and 63 is:	7
Number Sense	GCD and LCM	The LCM of 64 and 20 is:	320
Number Sense	GCD and LCM	The LCM of 27 and 36 is:	108
Number Sense	GCD and LCM	The GCF of 48 and 72 is:	24
Number Sense	GCD and LCM	The GCD of 27 and 36 is:	9
Number Sense	GCD and LCM	The LCM of 63 and 45 is:	315
Number Sense	GCD and LCM	The GCD of 132 and 156 is:	12
Number Sense	GCD and LCM	The LCM of 57 and 95 is:	285
Number Sense	GCD and LCM	The GCD of 52 and 91 is:	13
Number Sense	GCD and LCM	The LCM of 52 and 28 is:	364
Number Sense	GCD and LCM	The GCD of 48 and 54 is:	6
Number Sense	GCD and LCM	The GCD of 54 and 36 is:	18
Number Sense	GCD and LCM	The LCM of 27 and 36 is:	108
Number Sense	GCD and LCM	The LCM of 108 and 81 is:	324
Number Sense	GCD and LCM	The GCD of 28 and 52 is:	4
Number Sense	GCD and LCM	The LCM of 51 and 34 is:	102
Number Sense	GCD and LCM	The LCM of $2^3 \times 3^2$ and $2^2 \times 3^3$ is:	216
Number Sense	GCD and LCM	The LCM of 28 and 42 is:	84
Number Sense	GCD and LCM	The LCM of 54 and 48 is:	432
Number Sense	GCD and LCM	The LCM of 84 and 70 is:	420
Number Sense	GCD and LCM	The GCF of 132 and 187 is:	11
Number Sense	GCD and LCM	The LCM of 48 and 72 is:	144
Number Sense	GCD and LCM	The GCF of 51, 68, and 85 is:	17
Number Sense	GCD and LCM	GCF(24, 44) $-$ LCM(24, 44) =	-260
Number Sense	GCD and LCM	The LCM of 16, 20, and 32 is:	160
Number Sense	GCD and LCM	GCD(15, 28) $\times$ LCM(15, 28) =	420
Number Sense	GCD and LCM	The LCM of 12, 18, and 20 is:	180
Number Sense	GCD and LCM	The LCM of 14, 21, and 42 is:	42
Number Sense	GCD and LCM	The LCM of 8, 18, and 32 is:	288
Number Sense	GCD and LCM	GCD(15, 21) + LCM(15, 21) =	108
Number Sense	GCD and LCM	The GCF of 44, 66, and 88 is:	22
Number Sense	GCD and LCM	The product of the GCF and LCM of 21 and 33 is:	693
Number Sense	GCD and LCM	The LCM of 16, 32, and 48 is:	96
Number Sense	GCD and LCM	GCD(18, 33) + LCM(18, 33) =	201
Number Sense	GCD and LCM	The LCM of 14, 28, and 48 is:	336
Number Sense	GCD and LCM	LCM(21, 84) $-$ GCF(21, 84) =	63
Number Sense	GCD and LCM	The LCM of 24, 36, and 48 is:	144
Number Sense	GCD and LCM	GCD(16, 20) $-$ LCM(16, 20) =	-76
Number Sense	GCD and LCM	The GCF of 42, 28, and 56 is:	14
Number Sense	GCD and LCM	The product of the GCF and LCM of 24 and 30 is:	720
Number Sense	GCD and LCM	The LCM of 36, 24, and 20 is:	360
Number Sense	GCD and LCM	The LCM of 28, 42, and 56 is:	168
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(5x - 9y)^3$ is:	-64
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(5x + 7y)^3$ is:	1728
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(x - y)^3$ is:	0
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(a + b)^3$ is:	8
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(x + y)^6$ is:	64
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(x + y)^2$ is:	4
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(a + b)^5$ is:	32
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(a - b)^4$ is:	0
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(3x - y)^4$ is:	16
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of all the coefficients in the expansion of $(x + y)^4$ is:	96
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(2a + 2b)^2$ is:	128
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(a + b)^3$ is:	9
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(a - b)^4$ is:	96
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(3a + 3b)^2$ is:	1458
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(a + b)^5$ is:	2500
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(a - b)^2$ is:	-2
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(4a - 3b)^2$ is:	-3456
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The sum of the coefficients in the expansion of $(x^2 - 6x + 9)^2$ is:	16
Number Sense	Sum and Product of Coefficients in Binomial Expansion	The product of the coefficients in the expansion of $(4x + 5)^2$ is:	16000
Number Sense	Sum/Product of the Roots	The sum of the roots of $2x^2 - 3x + 1 = 0$ is:	$\frac{3}{2}$
Number Sense	Sum/Product of the Roots	The sum of the roots of $(x-4)(x-5) = 0$ is:	9
